column_000,column_001,column_002,column_003,column_004,column_005,column_006,column_007,column_008,column_009,column_010,column_011,column_012,column_013,column_014,column_015,column_016,column_017,column_018,column_019
1220002318,value-122-1,value-122-2,value-122-3,value-122-4,1220002323,value-122-6,value-122-7,value-122-8,value-122-9,1220002328,value-122-11,value-122-12,value-122-13,value-122-14,1220002333,value-122-16,value-122-17,value-122-18,value-122-19
1230002337,value-123-1,value-123-2,value-123-3,value-123-4,1230002342,value-123-6,value-123-7,value-123-8,value-123-9,1230002347,value-123-11,value-123-12,value-123-13,value-123-14,1230002352,value-123-16,value-123-17,value-123-18,value-123-19
1240002356,value-124-1,value-124-2,value-124-3,value-124-4,1240002361,value-124-6,value-124-7,value-124-8,value-124-9,1240002366,value-124-11,value-124-12,value-124-13,value-124-14,1240002371,value-124-16,value-124-17,value-124-18,value-124-19
1250002375,value-125-1,value-125-2,value-125-3,value-125-4,1250002380,value-125-6,value-125-7,value-125-8,value-125-9,1250002385,value-125-11,value-125-12,value-125-13,value-125-14,1250002390,value-125-16,value-125-17,value-125-18,value-125-19
1260002394,value-126-1,value-126-2,value-126-3,value-126-4,1260002399,value-126-6,value-126-7,value-126-8,value-126-9,1260002404,value-126-11,value-126-12,value-126-13,value-126-14,1260002409,value-126-16,value-126-17,value-126-18,value-126-19
1270002413,value-127-1,value-127-2,value-127-3,value-127-4,1270002418,value-127-6,value-127-7,value-127-8,value-127-9,1270002423,value-127-11,value-127-12,value-127-13,value-127-14,1270002428,value-127-16,value-127-17,value-127-18,value-127-19
1280002432,value-128-1,value-128-2,value-128-3,value-128-4,1280002437,value-128-6,value-128-7,value-128-8,value-128-9,1280002442,value-128-11,value-128-12,value-128-13,value-128-14,1280002447,value-128-16,value-128-17,value-128-18,value-128-19
1290002451,value-129-1,value-129-2,value-129-3,value-129-4,1290002456,value-129-6,value-129-7,value-129-8,value-129-9,1290002461,value-129-11,value-129-12,value-129-13,value-129-14,1290002466,value-129-16,value-129-17,value-129-18,value-129-19
1300002470,value-130-1,value-130-2,value-130-3,value-130-4,1300002475,value-130-6,value-130-7,value-130-8,value-130-9,1300002480,value-130-11,value-130-12,value-130-13,value-130-14,1300002485,value-130-16,value-130-17,value-130-18,value-130-19
1310002489,value-131-1,value-131-2,value-131-3,value-131-4,1310002494,value-131-6,value-131-7,value-131-8,value-131-9,1310002499,value-131-11,value-131-12,value-131-13,value-131-14,1310002504,value-131-16,value-131-17,value-131-18,value-131-19
1320002508,value-132-1,value-132-2,value-132-3,value-132-4,1320002513,value-132-6,value-132-7,value-132-8,value-132-9,1320002518,value-132-11,value-132-12,value-132-13,value-132-14,1320002523,value-132-16,value-132-17,value-132-18,value-132-19
1330002527,value-133-1,value-133-2,value-133-3,value-133-4,1330002532,value-133-6,value-133-7,value-133-8,value-133-9,1330002537,value-133-11,value-133-12,value-133-13,value-133-14,1330002542,value-133-16,value-133-17,value-133-18,value-133-19
1340002546,value-134-1,value-134-2,value-134-3,value-134-4,1340002551,value-134-6,value-134-7,value-134-8,value-134-9,1340002556,value-134-11,value-134-12,value-134-13,value-134-14,1340002561,value-134-16,value-134-17,value-134-18,value-134-19
1350002565,value-135-1,value-135-2,value-135-3,value-135-4,1350002570,value-135-6,value-135-7,value-135-8,value-135-9,1350002575,value-135-11,value-135-12,value-135-13,value-135-14,1350002580,value-135-16,value-135-17,value-135-18,value-135-19
1360002584,value-136-1,value-136-2,value-136-3,value-136-4,1360002589,value-136-6,value-136-7,value-136-8,value-136-9,1360002594,value-136-11,value-136-12,value-136-13,value-136-14,1360002599,value-136-16,value-136-17,value-136-18,value-136-19
1370002603,value-137-1,value-137-2,value-137-3,value-137-4,1370002608,value-137-6,value-137-7,value-137-8,value-137-9,1370002613,value-137-11,value-137-12,value-137-13,value-137-14,1370002618,value-137-16,value-137-17,value-137-18,value-137-19
1380002622,value-138-1,value-138-2,value-138-3,value-138-4,1380002627,value-138-6,value-138-7,value-138-8,value-138-9,1380002632,value-138-11,value-138-12,value-138-13,value-138-14,1380002637,value-138-16,value-138-17,value-138-18,value-138-19
1390002641,value-139-1,value-139-2,value-139-3,value-139-4,1390002646,value-139-6,value-139-7,value-139-8,value-139-9,1390002651,value-139-11,value-139-12,value-139-13,value-139-14,1390002656,value-139-16,value-139-17,value-139-18,value-139-19
1400002660,value-140-1,value-140-2,value-140-3,value-140-4,1400002665,value-140-6,value-140-7,value-140-8,value-140-9,1400002670,value-140-11,value-140-12,value-140-13,value-140-14,1400002675,value-140-16,value-140-17,value-140-18,value-140-19
1410002679,value-141-1,value-141-2,value-141-3,value-141-4,1410002684,value-141-6,value-141-7,value-141-8,value-141-9,1410002689,value-141-11,value-141-12,value-141-13,value-141-14,1410002694,value-141-16,value-141-17,value-141-18,value-141-19
1420002698,value-142-1,value-142-2,value-142-3,value-142-4,1420002703,value-142-6,value-142-7,value-142-8,value-142-9,1420002708,value-142-11,value-142-12,value-142-13,value-142-14,1420002713,value-142-16,value-142-17,value-142-18,value-142-19
1430002717,value-143-1,value-143-2,value-143-3,value-143-4,1430002722,value-143-6,value-143-7,value-143-8,value-143-9,1430002727,value-143-11,value-143-12,value-143-13,value-143-14,1430002732,value-143-16,value-143-17,value-143-18,value-143-19
1440002736,value-144-1,value-144-2,value-144-3,value-144-4,1440002741,value-144-6,value-144-7,value-144-8,value-144-9,1440002746,value-144-11,value-144-12,value-144-13,value-144-14,1440002751,value-144-16,value-144-17,value-144-18,value-144-19
1450002755,value-145-1,value-145-2,value-145-3,value-145-4,1450002760,value-145-6,value-145-7,value-145-8,value-145-9,1450002765,value-145-11,value-145-12,value-145-13,value-145-14,1450002770,value-145-16,value-145-17,value-145-18,value-145-19
1460002774,value-146-1,value-146-2,value-146-3,value-146-4,1460002779,value-146-6,value-146-7,value-146-8,value-146-9,1460002784,value-146-11,value-146-12,value-146-13,value-146-14,1460002789,value-146-16,value-146-17,value-146-18,value-146-19
1470002793,value-147-1,value-147-2,value-147-3,value-147-4,1470002798,value-147-6,value-147-7,value-147-8,value-147-9,1470002803,value-147-11,value-147-12,value-147-13,value-147-14,1470002808,value-147-16,value-147-17,value-147-18,value-147-19
1480002812,value-148-1,value-148-2,value-148-3,value-148-4,1480002817,value-148-6,value-148-7,value-148-8,value-148-9,1480002822,value-148-11,value-148-12,value-148-13,value-148-14,1480002827,value-148-16,value-148-17,value-148-18,value-148-19
1490002831,value-149-1,value-149-2,value-149-3,value-149-4,1490002836,value-149-6,value-149-7,value-149-8,value-149-9,1490002841,value-149-11,value-149-12,value-149-13,value-149-14,1490002846,value-149-16,value-149-17,value-149-18,value-149-19
1500002850,value-150-1,value-150-2,value-150-3,value-150-4,1500002855,value-150-6,value-150-7,value-150-8,value-150-9,1500002860,value-150-11,value-150-12,value-150-13,value-150-14,1500002865,value-150-16,value-150-17,value-150-18,value-150-19
1510002869,value-151-1,value-151-2,value-151-3,value-151-4,1510002874,value-151-6,value-151-7,value-151-8,value-151-9,1510002879,value-151-11,value-151-12,value-151-13,value-151-14,1510002884,value-151-16,value-151-17,value-151-18,value-151-19
1520002888,value-152-1,value-152-2,value-152-3,value-152-4,1520002893,value-152-6,value-152-7,value-152-8,value-152-9,1520002898,value-152-11,value-152-12,value-152-13,value-152-14,1520002903,value-152-16,value-152-17,value-152-18,value-152-19
1530002907,value-153-1,value-153-2,value-153-3,value-153-4,1530002912,value-153-6,value-153-7,value-153-8,value-153-9,1530002917,value-153-11,value-153-12,value-153-13,value-153-14,1530002922,value-153-16,value-153-17,value-153-18,value-153-19
1540002926,value-154-1,value-154-2,value-154-3,value-154-4,1540002931,value-154-6,value-154-7,value-154-8,value-154-9,1540002936,value-154-11,value-154-12,value-154-13,value-154-14,1540002941,value-154-16,value-154-17,value-154-18,value-154-19
1550002945,value-155-1,value-155-2,value-155-3,value-155-4,1550002950,value-155-6,value-155-7,value-155-8,value-155-9,1550002955,value-155-11,value-155-12,value-155-13,value-155-14,1550002960,value-155-16,value-155-17,value-155-18,value-155-19
1560002964,value-156-1,value-156-2,value-156-3,value-156-4,1560002969,value-156-6,value-156-7,value-156-8,value-156-9,1560002974,value-156-11,value-156-12,value-156-13,value-156-14,1560002979,value-156-16,value-156-17,value-156-18,value-156-19
1570002983,value-157-1,value-157-2,value-157-3,value-157-4,1570002988,value-157-6,value-157-7,value-157-8,value-157-9,1570002993,value-157-11,value-157-12,value-157-13,value-157-14,1570002998,value-157-16,value-157-17,value-157-18,value-157-19
1580003002,value-158-1,value-158-2,value-158-3,value-158-4,1580003007,value-158-6,value-158-7,value-158-8,value-158-9,1580003012,value-158-11,value-158-12,value-158-13,value-158-14,1580003017,value-158-16,value-158-17,value-158-18,value-158-19
1590003021,value-159-1,value-159-2,value-159-3,value-159-4,1590003026,value-159-6,value-159-7,value-159-8,value-159-9,1590003031,value-159-11,value-159-12,value-159-13,value-159-14,1590003036,value-159-16,value-159-17,value-159-18,value-159-19
1600003040,value-160-1,value-160-2,value-160-3,value-160-4,1600003045,value-160-6,value-160-7,value-160-8,value-160-9,1600003050,value-160-11,value-160-12,value-160-13,value-160-14,1600003055,value-160-16,value-160-17,value-160-18,value-160-19
1610003059,value-161-1,value-161-2,value-161-3,value-161-4,1610003064,value-161-6,value-161-7,value-161-8,value-161-9,1610003069,value-161-11,value-161-12,value-161-13,value-161-14,1610003074,value-161-16,value-161-17,value-161-18,value-161-19
1620003078,value-162-1,value-162-2,value-162-3,value-162-4,1620003083,value-162-6,value-162-7,value-162-8,value-162-9,1620003088,value-162-11,value-162-12,value-162-13,value-162-14,1620003093,value-162-16,value-162-17,value-162-18,value-162-19
1630003097,value-163-1,value-163-2,value-163-3,value-163-4,1630003102,value-163-6,value-163-7,value-163-8,value-163-9,1630003107,value-163-11,value-163-12,value-163-13,value-163-14,1630003112,value-163-16,value-163-17,value-163-18,value-163-19
1640003116,value-164-1,value-164-2,value-164-3,value-164-4,1640003121,value-164-6,value-164-7,value-164-8,value-164-9,1640003126,value-164-11,value-164-12,value-164-13,value-164-14,1640003131,value-164-16,value-164-17,value-164-18,value-164-19
1650003135,value-165-1,value-165-2,value-165-3,value-165-4,1650003140,value-165-6,value-165-7,value-165-8,value-165-9,1650003145,value-165-11,value-165-12,value-165-13,value-165-14,1650003150,value-165-16,value-165-17,value-165-18,value-165-19
1660003154,value-166-1,value-166-2,value-166-3,value-166-4,1660003159,value-166-6,value-166-7,value-166-8,value-166-9,1660003164,value-166-11,value-166-12,value-166-13,value-166-14,1660003169,value-166-16,value-166-17,value-166-18,value-166-19
1670003173,value-167-1,value-167-2,value-167-3,value-167-4,1670003178,value-167-6,value-167-7,value-167-8,value-167-9,1670003183,value-167-11,value-167-12,value-167-13,value-167-14,1670003188,value-167-16,value-167-17,value-167-18,value-167-19
1680003192,value-168-1,value-168-2,value-168-3,value-168-4,1680003197,value-168-6,value-168-7,value-168-8,value-168-9,1680003202,value-168-11,value-168-12,value-168-13,value-168-14,1680003207,value-168-16,value-168-17,value-168-18,value-168-19
1690003211,value-169-1,value-169-2,value-169-3,value-169-4,1690003216,value-169-6,value-169-7,value-169-8,value-169-9,1690003221,value-169-11,value-169-12,value-169-13,value-169-14,1690003226,value-169-16,value-169-17,value-169-18,value-169-19
1700003230,value-170-1,value-170-2,value-170-3,value-170-4,1700003235,value-170-6,value-170-7,value-170-8,value-170-9,1700003240,value-170-11,value-170-12,value-170-13,value-170-14,1700003245,value-170-16,value-170-17,value-170-18,value-170-19
1710003249,value-171-1,value-171-2,value-171-3,value-171-4,1710003254,value-171-6,value-171-7,value-171-8,value-171-9,1710003259,value-171-11,value-171-12,value-171-13,value-171-14,1710003264,value-171-16,value-171-17,value-171-18,value-171-19
1720003268,value-172-1,value-172-2,value-172-3,value-172-4,1720003273,value-172-6,value-172-7,value-172-8,value-172-9,1720003278,value-172-11,value-172-12,value-172-13,value-172-14,1720003283,value-172-16,value-172-17,value-172-18,value-172-19
1730003287,value-173-1,value-173-2,value-173-3,value-173-4,1730003292,value-173-6,value-173-7,value-173-8,value-173-9,1730003297,value-173-11,value-173-12,value-173-13,value-173-14,1730003302,value-173-16,value-173-17,value-173-18,value-173-19
1740003306,value-174-1,value-174-2,value-174-3,value-174-4,1740003311,value-174-6,value-174-7,value-174-8,value-174-9,1740003316,value-174-11,value-174-12,value-174-13,value-174-14,1740003321,value-174-16,value-174-17,value-174-18,value-174-19
1750003325,value-175-1,value-175-2,value-175-3,value-175-4,1750003330,value-175-6,value-175-7,value-175-8,value-175-9,1750003335,value-175-11,value-175-12,value-175-13,value-175-14,1750003340,value-175-16,value-175-17,value-175-18,value-175-19
1760003344,value-176-1,value-176-2,value-176-3,value-176-4,1760003349,value-176-6,value-176-7,value-176-8,value-176-9,1760003354,value-176-11,value-176-12,value-176-13,value-176-14,1760003359,value-176-16,value-176-17,value-176-18,value-176-19
1770003363,value-177-1,value-177-2,value-177-3,value-177-4,1770003368,value-177-6,value-177-7,value-177-8,value-177-9,1770003373,value-177-11,value-177-12,value-177-13,value-177-14,1770003378,value-177-16,value-177-17,value-177-18,value-177-19
1780003382,value-178-1,value-178-2,value-178-3,value-178-4,1780003387,value-178-6,value-178-7,value-178-8,value-178-9,1780003392,value-178-11,value-178-12,value-178-13,value-178-14,1780003397,value-178-16,value-178-17,value-178-18,value-178-19
1790003401,value-179-1,value-179-2,value-179-3,value-179-4,1790003406,value-179-6,value-179-7,value-179-8,value-179-9,1790003411,value-179-11,value-179-12,value-179-13,value-179-14,1790003416,value-179-16,value-179-17,value-179-18,value-179-19
1800003420,value-180-1,value-180-2,value-180-3,value-180-4,1800003425,value-180-6,value-180-7,value-180-8,value-180-9,1800003430,value-180-11,value-180-12,value-180-13,value-180-14,1800003435,value-180-16,value-180-17,value-180-18,value-180-19
1810003439,value-181-1,value-181-2,value-181-3,value-181-4,1810003444,value-181-6,value-181-7,value-181-8,value-181-9,1810003449,value-181-11,value-181-12,value-181-13,value-181-14,1810003454,value-181-16,value-181-17,value-181-18,value-181-19
1820003458,value-182-1,value-182-2,value-182-3,value-182-4,1820003463,value-182-6,value-182-7,value-182-8,value-182-9,1820003468,value-182-11,value-182-12,value-182-13,value-182-14,1820003473,value-182-16,value-182-17,value-182-18,value-182-19
1830003477,value-183-1,value-183-2,value-183-3,value-183-4,1830003482,value-183-6,value-183-7,value-183-8,value-183-9,1830003487,value-183-11,value-183-12,value-183-13,value-183-14,1830003492,value-183-16,value-183-17,value-183-18,value-183-19
1840003496,value-184-1,value-184-2,value-184-3,value-184-4,1840003501,value-184-6,value-184-7,value-184-8,value-184-9,1840003506,value-184-11,value-184-12,value-184-13,value-184-14,1840003511,value-184-16,value-184-17,value-184-18,value-184-19
1850003515,value-185-1,value-185-2,value-185-3,value-185-4,1850003520,value-185-6,value-185-7,value-185-8,value-185-9,1850003525,value-185-11,value-185-12,value-185-13,value-185-14,1850003530,value-185-16,value-185-17,value-185-18,value-185-19
1860003534,value-186-1,value-186-2,value-186-3,value-186-4,1860003539,value-186-6,value-186-7,value-186-8,value-186-9,1860003544,value-186-11,value-186-12,value-186-13,value-186-14,1860003549,value-186-16,value-186-17,value-186-18,value-186-19
1870003553,value-187-1,value-187-2,value-187-3,value-187-4,1870003558,value-187-6,value-187-7,value-187-8,value-187-9,1870003563,value-187-11,value-187-12,value-187-13,value-187-14,1870003568,value-187-16,value-187-17,value-187-18,value-187-19
1880003572,value-188-1,value-188-2,value-188-3,value-188-4,1880003577,value-188-6,value-188-7,value-188-8,value-188-9,1880003582,value-188-11,value-188-12,value-188-13,value-188-14,1880003587,value-188-16,value-188-17,value-188-18,value-188-19
1890003591,value-189-1,value-189-2,value-189-3,value-189-4,1890003596,value-189-6,value-189-7,value-189-8,value-189-9,1890003601,value-189-11,value-189-12,value-189-13,value-189-14,1890003606,value-189-16,value-189-17,value-189-18,value-189-19
1900003610,value-190-1,value-190-2,value-190-3,value-190-4,1900003615,value-190-6,value-190-7,value-190-8,value-190-9,1900003620,value-190-11,value-190-12,value-190-13,value-190-14,1900003625,value-190-16,value-190-17,value-190-18,value-190-19
1910003629,value-191-1,value-191-2,value-191-3,value-191-4,1910003634,value-191-6,value-191-7,value-191-8,value-191-9,1910003639,value-191-11,value-191-12,value-191-13,value-191-14,1910003644,value-191-16,value-191-17,value-191-18,value-191-19
1920003648,value-192-1,value-192-2,value-192-3,value-192-4,1920003653,value-192-6,value-192-7,value-192-8,value-192-9,1920003658,value-192-11,value-192-12,value-192-13,value-192-14,1920003663,value-192-16,value-192-17,value-192-18,value-192-19
